OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Station_ID,State,Network,Station_Na,Latitude,Longitude,Elevation,HUC2__2_di,HUC2_Name,HUC4__4_di,HUC4_Name,HUC6__6_di,HUC6_Name,HUC8__8_di,HUC8_Name,HUC10__10_,HUC10_Name,HUC12__12_,HUC12_Name,Report_Tim,Start_Date,End_Date,AREA,PERIMETER,OBJECTID_1,LEVEL2,LEVEL1,LEVEL3,Shape_Leng,OID_,NAME,Area_2,Hectares,PLY_HITS,SumPaAr,PctEcoRgn,NAME_L1,NAME_L2,Label
48,1,48,46,331,OR,SNOTEL,Beaver Reservoir,45.145319999999998,-118.218999999999994,5150,17,Pacific Northwest Region,1706,Lower Snake,170601,Lower Snake,17060104,Upper Grande Ronde,1706010403,Beaver Creek-Grande Ronde River,170601000000.000000000000000,Upper Beaver Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,70800000000.000000000000000,2071008.000000000000000,48,6.200000000000000,6,6.2.9,2071007.989820000017062,66,Blue Mountains,70756821948.899993896484375,7075682,3716,37742788243.099998474121094,53,Northwestern Forested Mountains,Western Cordillera,6.2.9: Blue Mountains
49,1,49,13,1143,AZ,SNOTEL,Beaver Spring,36.326779999999999,-109.057109999999994,9200,14,Upper Colorado Region,1408,San Juan,140802,Lower San Juan,14080204,Chinle,1408020404,Canyon del Muerto,140802000000.000000000000000,Tsaile Creek-Tsaile Lake,-8,10/1/2009 0:00:00,1/1/2100 0:00:00,4180000000.000000000000000,436881.559999999997672,49,13.100000000000000,13,13.1.1,436881.574530999991111,151,Arizona/New Mexico Mountains,4181532527.099999904632568,418153,1,51416304.000000000000000,1,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
50,1,50,9,332,UT,SNOTEL,Ben Lomond Peak,41.376030000000000,-111.944050000000004,7689,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020102,Lower Weber,1602010203,Outlet Ogden River,160201000000.000000000000000,Cutler Creek-North Fork Ogden River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,50,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
51,1,51,9,333,UT,SNOTEL,Ben Lomond Trail,41.382910000000003,-111.921030000000002,5972,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020102,Lower Weber,1602010203,Outlet Ogden River,160201000000.000000000000000,Cutler Creek-North Fork Ogden River,-8,6/3/1980 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,51,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
52,1,52,4,334,NV,SNOTEL,Berry Creek,39.319170000000000,-114.622780000000006,9377,16,Great Basin Region,1606,Central Nevada Desert Basins,160600,Central Nevada Desert Basins,16060008,Spring-Steptoe Valleys,1606000813,Headwaters Duck Creek,160600000000.000000000000000,Berry Creek,-8,10/1/1980 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,52,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
53,1,53,22,335,CO,SNOTEL,Berthoud Summit,39.803919999999998,-105.777889999999999,11300,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000102,Fraser River,140100000000.000000000000000,Upper Fraser River,-8,9/1/1963 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,53,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
54,0,54,-1,1182,AK,SNOTEL,Bettles Field,66.916669999999996,-151.533330000000007,640,19,Alaska Region,1909,Lower Yukon River,190901,Koyukuk River,19090101,Upper Koyukuk River,1909010126,Harriet Creek-Koyukuk River,190901000000.000000000000000,Jack White Creek-Koyukuk River,-9,10/1/1980 0:00:00,1/1/2100 0:00:00,,,54,,,,,,,,,,,,,,
55,1,55,4,1214,UT,SNOTEL,Bevans Cabin,40.461820000000003,-112.252330000000001,6520,16,Great Basin Region,1602,Great Salt Lake,160203,Great Salt Lake,16020304,Rush-Tooele Valleys,1602030404,Settlement Canyon-Frontal Great Salt Lake,160203000000.000000000000000,Settlement Canyon,-8,10/1/2012 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,55,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
56,1,56,5,336,NV,SNOTEL,Big Bend,41.761679999999998,-115.693100000000001,6898,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050104,Upper Owyhee,1705010401,Headwaters Owyhee River,170501000000.000000000000000,Martin Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,56,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
57,1,57,4,337,NV,SNOTEL,Big Creek Sum,39.291480000000000,-117.115060000000000,8685,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040107,Reese,1604010703,Big Creek-Reese River,160401000000.000000000000000,Big Creek,-8,10/1/1980 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,57,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
58,1,58,44,338,ID,SNOTEL,Big Creek Summit,44.626210000000000,-115.795609999999996,6560,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060208,South Fork Salmon,1706020804,Upper South Fork Salmon River,170602000000.000000000000000,Curtis Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,58,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
59,1,59,9,339,UT,SNOTEL,Big Flat,38.301830000000002,-112.356719999999996,10349,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030007,Beaver Bottoms-Upper Beaver,1603000702,South Creek-Beaver River,160300000000.000000000000000,Three Creeks,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,59,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
60,1,60,27,931,WY,SNOTEL,Big Goose,44.579239999999999,-107.200680000000006,7990,10,Missouri Region,1009,Powder-Tongue,100901,Tongue,10090101,Upper Tongue,1009010101,Fool Creek-Tongue River,100901000000.000000000000000,Upper South Tongue River,-8,7/22/1998 0:00:00,1/1/2100 0:00:00,6320000000.000000000000000,510159.530000000027940,60,6.200000000000000,6,6.2.10,510159.495197999989614,67,Middle Rockies,6319380321.130000114440918,631938,177,4786756297.130000114440918,75,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
61,1,61,48,340,NV,SNOTEL,Big Meadow,39.454999999999998,-119.942200000000000,8235,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050102,Truckee,1605010205,City of Reno-Truckee River,160501000000.000000000000000,Hunter Creek-Truckee River,-8,10/1/1983 0:00:00,1/1/2100 0:00:00,52700000000.000000000000000,1730982.600000000093132,61,6.200000000000000,6,6.2.12,1730982.647110000019893,69,Sierra Nevada,52698350170.699996948242188,5269835,1963,38606587058.199996948242188,73,Northwestern Forested Mountains,Western Cordillera,6.2.12: Sierra Nevada
62,1,62,49,341,OR,SNOTEL,Big Red Mountain,42.052570000000003,-122.854870000000005,6050,17,Pacific Northwest Region,1710,Oregon-Washington Coastal,171003,Southern Oregon Coastal,17100309,Applegate,1710030903,Little Applegate River,171003000000.000000000000000,Upper Little Applegate River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,48500000000.000000000000000,1653787.800000000046566,62,6.200000000000000,6,6.2.11,1653787.894610000075772,68,Klamath Mountains,48471789519.300003051757813,4847179,2994,27965590215.500000000000000,57,Northwestern Forested Mountains,Western Cordillera,6.2.11: Klamath Mountains
63,1,63,34,342,WY,SNOTEL,Big Sandy Opening,42.645800000000001,-109.259649999999993,9080,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040104,Big Sandy,1404010401,Upper Big Sandy River,140401000000.000000000000000,Black Joe Creek-Big Sandy River,-8,3/1/1963 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,63,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
64,1,64,49,343,OR,SNOTEL,Bigelow Camp,42.078749999999999,-123.343930000000000,5130,17,Pacific Northwest Region,1710,Oregon-Washington Coastal,171003,Southern Oregon Coastal,17100309,Applegate,1710030901,Headwaters Applegate River,171003000000.000000000000000,Sturgis Fork Carberry Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,48500000000.000000000000000,1653787.800000000046566,64,6.200000000000000,6,6.2.11,1653787.894610000075772,68,Klamath Mountains,48471789519.300003051757813,4847179,2994,27965590215.500000000000000,57,Northwestern Forested Mountains,Western Cordillera,6.2.11: Klamath Mountains
65,1,65,1,344,OR,SNOTEL,Billie Creek Divide,42.407170000000001,-122.266170000000002,5280,18,California Region,1801,Klamath-Northern California Coastal,180102,Klamath,18010203,Upper Klamath Lake,1801020302,Fourmile Creek,180102000000.000000000000000,Seldom Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,65,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
66,1,66,4,1155,NV,SNOTEL,Bird Creek,39.461379999999998,-114.648629999999997,7537,16,Great Basin Region,1606,Central Nevada Desert Basins,160600,Central Nevada Desert Basins,16060008,Spring-Steptoe Valleys,1606000813,Headwaters Duck Creek,160600000000.000000000000000,Timber Creek-Duck Creek,-8,10/1/2011 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,66,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
67,1,67,22,345,CO,SNOTEL,Bison Lake,39.764870000000002,-107.356809999999996,10880,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000114,Deep Creek,140100000000.000000000000000,Headwaters Deep Creek,-8,9/30/1985 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,67,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
68,1,68,43,346,MT,SNOTEL,Bisson Creek,47.683889999999998,-113.999009999999998,4920,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010212,Lower Flathead,1701021206,Flathead River-Pablo Reservoir,170102000000.000000000000000,Mud Creek,-8,10/1/1988 0:00:00,1/1/2100 0:00:00,105000000000.000000000000000,3552727.000000000000000,68,6.200000000000000,6,6.2.4,3552726.910310000181198,61,Canadian Rockies,104576356933.000000000000000,10457636,373,52702792361.099998474121094,50,Northwestern Forested Mountains,Western Cordillera,6.2.4: Canadian Rockies
69,1,69,34,347,MT,SNOTEL,Black Bear,44.508319999999998,-111.128029999999995,8170,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020007,Madison,1002000702,Headwaters Madison River,100200000000.000000000000000,Madison Arm-Madison River,-8,10/1/1967 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,69,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
70,1,70,9,348,UT,SNOTEL,Black Flat-U.M. Ck,38.679900000000004,-111.597650000000002,9414,14,Upper Colorado Region,1407,Upper Colorado-Dirty Devil,140700,Upper Colorado-Dirty Devil,14070003,Fremont,1407000301,Headwaters Fremont River,140700000000.000000000000000,U M Creek,-8,6/19/1980 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,70,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
71,1,71,22,1185,CO,SNOTEL,Black Mesa,37.789720000000003,-108.183650000000000,11580,14,Upper Colorado Region,1403,Upper Colorado-Dolores,140300,Upper Colorado-Dolores,14030002,Upper Dolores,1403000201,West Dolores River,140300000000.000000000000000,Fish Creek,-8,7/28/2011 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,71,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
72,1,72,22,1161,CO,SNOTEL,Black Mountain,40.887999999999998,-105.663970000000006,8920,10,Missouri Region,1019,South Platte,101900,South Platte,10190007,Cache La Poudre,1019000705,Dale Creek,101900000000.000000000000000,Upper Dale Creek,-8,10/1/2010 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,72,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
73,1,73,34,349,MT,SNOTEL,Black Pine,46.414000000000001,-113.430949999999996,7210,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010202,Flint-Rock,1701020202,Middle Flint Creek,170102000000.000000000000000,Marshall Creek,-8,10/1/1965 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,73,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
74,1,74,22,1119,WY,SNOTEL,Blackhall Mtn,41.056159999999998,-106.713840000000005,9820,10,Missouri Region,1018,North Platte,101800,North Platte,10180002,Upper North Platte,1018000205,Encampment River,101800000000.000000000000000,Billie Creek-Encampment River,-8,8/7/2009 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,74,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
75,1,75,9,1162,UT,SNOTEL,Blacks Fork Jct,40.958140000000000,-110.582800000000006,8869,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040107,Blacks Fork,1404010703,Cottonwood Creek,140401000000.000000000000000,Lower Cottonwood Creek,-8,10/23/2010 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,75,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
76,1,76,45,1144,MT,SNOTEL,Blacktail Mtn,47.982880000000002,-114.354299999999995,5650,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010208,Flathead Lake,1701020803,Lake Mary Ronan,170102000000.000000000000000,Ronan Creek,-8,8/25/2010 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,76,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
77,1,77,34,350,WY,SNOTEL,Blackwater,44.376669999999997,-109.793329999999997,9780,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080012,North Fork Shoshone,1008001202,Middle North Fork Shoshone River,100800000000.000000000000000,Lower Elk Fork,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,77,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
78,1,78,1,351,OR,SNOTEL,Blazed Alder,45.428699999999999,-121.856049999999996,3650,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080001,Lower Columbia-Sandy,1708000101,Upper Sandy River,170800000000.000000000000000,Clear Creek-Sandy River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,78,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
79,1,79,6,352,WA,SNOTEL,Blewett Pass,47.350369999999998,-120.679599999999994,4240,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020011,Wenatchee,1702001105,Peshastin Creek,170200000000.000000000000000,Upper Peshastin Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,35200000000.000000000000000,1359260.300000000046566,79,6.200000000000000,6,6.2.5,1359260.416519999969751,62,North Cascades,35158274664.599998474121094,3515827,2605,26082491781.299999237060547,74,Northwestern Forested Mountains,Western Cordillera,6.2.5: North Cascades
80,1,80,34,353,WY,SNOTEL,Blind Bull Sum,42.963999999999999,-110.609729999999999,8650,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040101,Upper Green,1404010104,Forty Rod Creek-Green River,140401000000.000000000000000,Forty Rod Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,80,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
81,1,81,28,354,SD,SNOTEL,Blind Park,44.107720000000000,-103.976879999999994,6890,10,Missouri Region,1012,Cheyenne,101201,Cheyenne,10120110,Rapid,1012011001,Upper Rapid Creek,101201000000.000000000000000,Upper Castle Creek,-8,10/1/1989 0:00:00,1/1/2100 0:00:00,13900000000.000000000000000,563598.310000000055879,81,6.200000000000000,6,6.2.10,563598.324672000017017,67,Middle Rockies,13907669472.200000762939453,1390767,424,6643884433.500000000000000,47,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
